,Burgers,Calories,Total Fat,Sat Fat,Trans Fat,Chol.,Sodium,Total Carb,Fiber,Sugars,Protein
348,Millennium Perk (Double),950,47.0,26.0,0.0,230,660,115,1,94,18
349,Mindy's Mix Up,490,26.0,15.0,0.0,140,420,57,0,40,9
350,Mindy's Mix Up (Double),980,52.0,30.0,0.0,275,840,114,0,79,18
351,MINT Chocolate,430,24.0,14.0,0.5,120,150,53,0,46,7
352,MINT Chocolate (Double),860,48.0,29.0,1.5,250,300,105,0,92,15
353,Minted Magic,460,26.0,15.0,0.5,125,150,57,0,50,8
354,Minted Magic (Double),920,51.0,31.0,1.5,250,300,114,0,99,15
355,Missi-chip-pi Fudge,430,24.0,14.0,0.0,125,260,46,0,36,9
356,Missi-chip-pi Fudge (Double),850,47.0,28.0,0.0,255,520,92,0,73,17
357,Mix In Control,490,22.0,14.0,0.0,130,300,65,0,54,10
358,Mix In Control (Double),990,44.0,27.0,0.0,260,600,130,0,108,19
359,Motor City Mix,470,27.0,16.0,0.0,130,260,48,0,46,9
360,Motor City Mix (Double),930,53.0,32.0,0.0,260,510,97,0,91,18
361,Mount Tam Graham,520,29.0,16.0,0.5,120,200,63,0,48,8
362,Mount Tam Graham (Double),1040,58.0,33.0,1.5,240,390,125,1,96,17
363,Murray Hill Malt,550,31.0,19.0,0.5,125,180,62,4,51,10
364,Murray Hill Malt (Double),1100,62.0,37.0,1.5,250,350,125,7,102,20
365,Music City 'Mallow,490,25.0,15.0,0.5,130,310,62,0,53,8
366,Music City 'Mallow (Double),980,51.0,30.0,1.5,255,630,125,0,107,15
367,Natural History Crunch-stellation,460,24.0,15.0,0.0,125,280,55,0,51,8
368,Natural History Crunch-stellation (Double),920,48.0,30.0,0.0,245,570,110,0,101,17
369,NewBERRY,350,17.0,10.0,0.0,110,220,44,0,39,8
370,NewBERRY (Double),710,33.0,20.0,0.0,225,450,88,1,79,16
371,New Castle,570,32.0,18.0,0.0,135,370,63,0,57,9
372,New Castle (Double),1140,65.0,36.0,0.5,265,730,126,0,114,17
373,Nothin' But Nets,470,22.0,13.0,0.0,115,300,66,0,50,9
374,Nothin' But Nets (Double),940,44.0,26.0,0.5,235,610,131,0,99,17
375,O Town Blend,510,27.0,15.0,0.0,130,500,59,0,54,8
376,O Town Blend (Double),1020,55.0,29.0,0.0,255,990,118,0,109,17
377,Oh Fudge,470,29.0,17.0,0.5,130,170,51,0,44,8
378,Oh Fudge (Double),940,58.0,35.0,1.5,260,330,103,0,88,16
379,Old Country Rocky Road,520,31.0,15.0,0.5,125,150,56,2,47,10
380,Old Country Rocky Road (Double),1030,63.0,30.0,1.5,250,300,111,3,94,20
381,One Stop Choc,540,30.0,17.0,0.5,140,230,66,0,45,8
382,One Stop Choc (Double),1090,61.0,35.0,1.5,280,470,132,0,89,17
383,OrlanDOUGH,510,28.0,16.0,0.5,125,170,61,0,51,8
384,OrlanDOUGH (Double),1010,55.0,32.0,1.5,255,340,123,0,101,17
385,Pearl & Pecan,530,33.0,15.0,0.0,130,400,51,1,49,9
386,Pearl & Pecan (Double),1060,66.0,30.0,0.0,260,800,103,3,96,18
387,Penthouse Sweet,480,28.0,17.0,0.5,140,410,55,0,42,8
388,Penthouse Sweet (Double),960,57.0,33.0,1.5,275,830,110,0,85,15
389,Pie Oh My,490,25.0,13.0,0.0,115,320,54,0,44,8
390,Pie Oh My (Double),970,51.0,26.0,0.0,230,640,109,1,88,17
391,Pie Oh My (Roadie)*,1950,101.0,52.0,0.0,460,1290,218,2,175,33
392,Presidential Sweet,470,22.0,14.0,0.0,120,340,59,0,56,9
393,Presidential Sweet (Double),940,45.0,28.0,0.0,245,680,118,1,112,17
394,Pretzel Place,500,29.0,17.0,0.5,135,350,56,3,48,8
395,Pretzel Place (Double),1000,57.0,34.0,1.5,265,710,113,6,95,16
396,Pretzel the Concrete,540,32.0,15.0,0.5,125,250,57,0,47,10
397,Pretzel the Concrete (Double),1070,63.0,31.0,1.5,245,510,115,0,94,20
398,Rainbow Connection,460,24.0,12.0,0.0,115,300,53,0,37,9
399,Rainbow Connection (Double),920,48.0,24.0,0.5,225,600,105,0,74,19
400,Red Velvet Rock,460,24.0,13.0,0.0,130,380,52,0,45,9
401,Red Velvet Rock (Double),920,48.0,26.0,0.0,265,760,105,0,90,18
402,Revere's Tracks,490,26.0,16.0,0.0,130,410,58,0,54,8
403,Revere's Tracks (Double),970,52.0,32.0,0.0,260,810,117,0,109,16
404,Rittenhouse,440,24.0,14.0,0.5,125,150,54,1,46,8
405,Rittenhouse (Double),890,49.0,29.0,1.5,250,300,109,1,91,16
406,Royal Sweet,460,22.0,11.0,0.0,110,250,56,0,49,8
407,Royal Sweet (Double),910,45.0,22.0,0.0,225,500,112,0,98,17
408,Royal Treatment,370,16.0,10.0,0.0,110,260,50,0,43,8
409,Royal Treatment (Double),750,33.0,20.0,0.0,225,520,99,0,85,16
410,Salt N' San Diego,390,19.0,11.0,0.0,120,360,49,0,43,8
411,Salt N' San Diego (Double),780,37.0,23.0,0.0,240,710,98,1,86,16
412,Salt N' Sunset,470,25.0,13.0,0.0,120,420,53,0,40,9
413,Salt N' Sunset (Double),930,49.0,26.0,0.0,240,850,106,0,79,18
414,Salted Carame'L',430,22.0,12.0,0.0,115,310,49,0,37,9
415,Salted Carame'L' (Double),860,45.0,23.0,0.0,230,630,99,1,73,18
416,Salted Caramel Crunch - Henderson,460,23.0,14.0,0.0,130,410,58,0,55,8
417,Salted Caramel Crunch (Double) - Henderson,930,46.0,28.0,0.0,160,820,115,0,110,16
418,Salted Caramel Crunch - Kierland Commons,520,29.0,18.0,0.5,145,440,59,0,55,7
419,Salted Caramel Crunch (Double) - Kierland Coomons,1040,59.0,37.0,1.5,290,880,118,0,110,14
420,Salty Balty,510,29.0,17.0,0.0,135,650,59,0,45,9
421,Salty Balty (Double),1030,58.0,35.0,1.0,270,1310,120,0,91,18
422,Seaport Salt and Malt,550,33.0,20.0,1.0,140,350,60,0,52,8
423,Seaport Salt and Malt (Double),1110,67.0,40.0,1.5,280,700,121,0,105,16
424,Seawolf Swirl,430,22.0,13.0,0.5,120,260,51,0,42,8
425,Seawolf Swirl (Double),860,43.0,25.0,1.5,245,510,101,0,83,17
426,Shack Attack,550,35.0,21.0,0.5,130,170,58,0,48,9
427,Shack Attack (Double),1090,69.0,43.0,1.5,255,340,116,0,95,18
428,Shack Attack (Roadie)*,2200,140.0,86.0,3.0,520,690,234,0,193,36
429,Shacky Road,520,31.0,15.0,0.5,125,150,56,2,47,10
430,Shacky Road (Double),1030,63.0,30.0,1.5,250,300,111,3,94,20
431,Shake-ney,490,25.0,15.0,0.5,130,310,62,0,53,8
432,Shake-ney (Double),980,51.0,30.0,1.5,255,630,125,0,107,15
433,Shark Attack,580,37.0,21.0,0.5,125,180,62,0,50,9
434,Shark Attack (Double),1170,74.0,41.0,1.5,250,360,123,0,100,18
435,Shell Game,480,25.0,13.0,0.0,115,230,55,1,45,10
436,Shell Game (Double),960,50.0,27.0,0.0,235,460,111,1,90,21
437,Short & Sweet,450,22.0,13.0,0.0,130,380,56,1,46,8
438,Short & Sweet (Double),900,44.0,27.0,0.0,255,760,112,1,93,17
439,Skull and Cones,550,31.0,18.0,0.0,130,240,66,0,53,10
440,Skull and Cones (Double),1100,62.0,35.0,1.0,255,490,131,0,105,19
441,S'More,560,31.0,18.0,0.5,120,200,66,0,50,9
442,S'More (Double),1110,63.0,36.0,1.5,240,400,132,1,100,18
443,S'more Cookie Dough,520,27.0,15.0,0.5,125,210,66,0,52,8
444,S'more Cookie Dough (Double),1040,55.0,30.0,1.5,255,420,133,1,104,17
445,S'Mores Please,520,29.0,16.0,0.5,120,200,63,0,48,8
446,S'Mores Please (Double),1040,58.0,33.0,1.5,240,390,125,1,96,17
447,SMOREScode,470,24.0,12.0,0.5,120,220,61,1,46,8
448,SMOREScode (Double),950,48.0,25.0,1.5,240,440,122,1,92,16
449,"Snap, Crackle Crete",370,16.0,10.0,0.0,110,260,50,0,43,8
450,"Snap, Crackle Crete (Double)",750,33.0,20.0,0.0,225,520,99,0,85,16
451,Somer Break,470,24.0,13.0,0.5,130,350,57,0,50,9
452,Somer Break (Double),950,48.0,27.0,1.5,260,700,115,0,100,18
453,Spoon Feed,510,28.0,15.0,1.0,135,370,57,0,50,10
454,Spoon Feed (Double),1020,56.0,29.0,2.5,270,740,114,0,100,19
455,Sticky Bun Banana,520,26.0,16.0,0.0,145,520,63,0,54,9
456,Sticky Bun Banana (Double),1030,52.0,32.0,0.0,285,1040,125,1,107,18
457,Strawberry Banana Cone-Crete,360,17.0,10.0,0.0,110,220,45,0,39,8
458,Strawberry Banana Cone-Crete (Double),710,33.0,20.0,0.0,225,450,89,1,78,16
459,Strawberry Banana Crunch,360,17.0,10.0,0.0,110,220,45,0,39,8
460,Strawberry Banana Crunch (Double),710,33.0,20.0,0.0,225,450,89,1,78,16
461,Strawberry Banana Crunchcake,400,20.0,12.0,0.0,120,250,49,0,40,8
462,Strawberry Banana Crunchcake (Double),810,40.0,24.0,0.0,240,490,98,1,80,16
463,Strawberry Country Crunch,360,17.0,10.0,0.0,110,220,45,0,39,8
464,Strawberry Country Crunch (Double),710,33.0,20.0,0.0,225,450,89,1,78,16
465,Strawberry Crunchcake,380,17.0,10.0,0.0,110,230,51,0,46,8
466,Strawberry Crunchcake (Double),770,33.0,20.0,0.0,225,450,103,0,92,16
467,Strawberry Sunset,380,18.0,10.0,0.5,110,220,47,0,41,8
468,Strawberry Sunset (Double),760,36.0,21.0,1.5,225,450,94,0,81,16
469,Strike Cone,520,28.0,17.0,0.0,125,260,65,0,54,10
470,Strike Cone (Double),1040,55.0,33.0,0.0,245,530,131,0,108,20
471,Summerlin S'more,440,23.0,13.0,0.5,125,170,54,0,45,7
472,Summerlin S'more (Double),870,47.0,27.0,1.5,245,340,108,0,91,15
473,Takes the CupCAKE,540,30.0,16.0,1.0,130,330,61,0,53,9
474,Takes the CupCAKE (Double),1070,61.0,32.0,2.0,260,650,122,0,105,18
475,"The ""U"" Malt",500,28.0,17.0,0.5,130,200,580,0,50,9
476,"The ""U"" Malt (Double)",990,56.0,34.0,1.5,265,410,116,0,101,18
477,The Breakfast Club,410,20.0,12.0,0.0,120,380,50,0,43,8
478,The Breakfast Club (Double),820,40.0,23.0,0.0,245,750,99,1,86,16
479,The Concrete Jungle - Buckhead,460,25.0,13.0,0.0,115,230,52,0,45,9
480,The Concrete Jungle (Double) - Buckhead,910,50.0,26.0,0.0,230,470,103,1,90,18
481,The Concrete Jungle - MSP,450,25.0,13.0,0.0,115,240,48,0,43,9
482,The Concrete Jungle (Double) - MSP,910,51.0,27.0,0.0,235,480,97,1,86,17
483,The Empire Shacks Back,430,23.0,12.0,0.0,120,370,49,0,42,8
484,The Empire Shacks Back (Double),840,45.0,24.0,0.0,235,700,96,0,82,16
485,The Great Escape,380,19.0,11.0,0.0,115,240,45,0,40,8
486,The Great Escape (Double),760,38.0,21.0,0.0,225,480,90,0,81,16
487,The Great White Way,370,16.0,10.0,0.0,110,260,50,0,43,8
488,The Great White Way (Double),750,33.0,20.0,0.0,225,520,99,0,85,16
489,Tinseltown Toffee,540,33.0,21.0,1.0,140,340,58,0,51,8
490,Tinseltown Toffee (Double),1080,66.0,41.0,1.5,280,680,116,0,101,15
491,Toffee Takeoff,520,27.0,17.0,0.0,140,480,61,0,57,8
492,Toffee Takeoff (Double),1030,55.0,34.0,0.5,280,960,122,0,115,16
493,Township Toffee,530,30.0,18.0,0.5,145,450,62,0,57,7
494,Township Toffee (Double),1070,59.0,37.0,1.5,290,900,124,0,114,15
495,Uchi-Koncrete,490,24.0,14.0,0.0,135,390,60,0,33,9
496,Uchi-Koncrete (Double),980,48.0,28.0,0.0,265,780,120,0,66,19
497,Valley Forge Freeze,490,29.0,18.0,1.0,140,730,56,0,50,7
498,Valley Forge Freeze (Double),980,58.0,35.0,1.5,280,1470,111,0,100,14
499,Vice Crispy Treat,370,16.0,10.0,0.0,110,260,50,0,43,8
500,Vice Crispy Treat (Double),750,33.0,20.0,0.0,225,520,99,0,85,18
501,Vietnamese Coffee and Donuts,470,23.0,13.0,0.0,115,330,56,0,46,9
502,Vietnamese Coffee and Donuts (Double),930,47.0,26.0,0.0,230,660,112,0,93,18
503,Washington Monu-Mint,430,24.0,14.0,0.5,125,150,53,0,46,7
504,Washington Monu-Mint (Double),860,48.0,29.0,1.5,250,300,105,0,92,15
505,West U-Nicorn,430,21.0,12.0,0.0,120,380,52,0,47,8
506,West U-Nicorn (Double),850,42.0,24.0,0.0,240,750,104,0,95,16
507,West Slide,480,24.0,11.0,0.0,145,310,60,0,53,9
508,West Slide (Double),970,48.0,22.0,0.0,285,620,120,1,106,17
509,Westberry,440,18.0,10.0,0.0,110,330,62,0,45,9
510,Westberry (Double),880,35.0,20.0,0.0,225,650,124,1,90,18
511,Whoopie Pie Oh My,480,25.0,13.0,0.0,130,330,57,0,51,9
512,Whoopie Pie Oh My (Double),960,50.0,26.0,0.0,255,650,115,0,103,17
513,Wicked Crunchie,470,20.0,11.0,0.0,120,460,66,0,49,9
514,Wicked Crunchie (Double),950,39.0,23.0,0.0,240,920,132,0,98,19
515,Winter's Wonderland,370,16.0,10.0,0.0,110,260,50,0,43,8
516,Winter's Wonderland (Double),750,33.0,20.0,0.0,225,520,99,0,85,16
517,Wolverine Dream,490,20.0,10.0,0.0,110,310,67,1,51,9
518,Wolverine Dream (Double),970,41.0,20.0,0.0,225,620,134,2,101,19
519,World's Fare,370,16.0,10.0,0.0,110,260,50,0,43,8
520,Almonds,80,7.0,0.5,0.0,0,0,3,2,1,3
521,Almond Sable (Ir's Delicious Desserts),80,4.5,1.5,0.0,0,50,8,0,3,1
522,Amarena Cherries,40,0.0,0.0,0.0,0,0,9,0,8,0
523,Apple Fritter (Randy's Donuts),45,3.0,1.0,0.0,0,45,5,0,1,1
524,Banana Bread,50,3.0,0.0,0.0,5,30,6,0,3,1
525,Banana Bread Donut (Glazed and Confused),35,1.0,0.0,0.0,0,45,6,0,2,1
526,Bananas,10,0.0,0.0,0.0,0,0,3,0,2,0
527,Bananas Foster Cupcake (Sugar Ray's Bakery),150,6.0,2.0,0.0,20,150,23,0,16,1
528,Bee Sting Bar (Baked & Wired),70,3.5,1.5,0.0,5,40,9,0,4,1
529,Belgian Waffle,45,2.0,0.0,0.0,5,50,6,0,2,1
530,Black Magic Brownie (Zingerman's),60,2.5,0.5,0.0,0,40,9,0,5,1
531,Brownie (Mark's Bake Shoppe),70,4.0,1.0,0.0,10,50,7,0,5,1
532,Brownie (Rocket Baby Bakery),60,2.5,0.5,0.0,5,40,9,0,5,1
533,Brownie (Mindy's Hot Chocolate),60,3.0,1.5,0.0,15,20,8,0,6,1
534,Brownie (Baked & Wired),50,2.0,0.0,0.0,10,35,8,0,6,1
535,Cacao Nibs,90,7.0,4.0,0.0,0,10,4,4,0,2
536,Café Sua Da Marshmallow Sauce (Greenway),40,0.0,0.0,0.0,0,0,10,0,8,0
537,Cannoli Shell (Termini Bros.),50,2.5,1.0,0.0,5,0,7,0,2,1
538,Cannoli Shell (High Street on Hudson),50,3.0,1.0,0.0,10,0,8,0,3,1
539,Carrot Cake (UB Preserv),100,5.0,0.0,0.0,20,45,12,1,5,1
540,Chocolate Cake Donut (Du's Donuts),60,3.0,0.5,0.0,10,30,8,0,4,1
541,Chocolate Chip Cookie (Baked NYC),70,4.0,2.0,0.0,10,8,8,0,5,1
542,Chocolate Chip Cookie (Baked and Wired),60,3.0,2.0,0.0,5,45,8,0,5,1
543,Chocolate Chip Cookie (Winslow's Bakery),70,4.0,2.0,0.0,5,65,9,0,6,1
544,Chocolate Chip Seasalt Cookie (Mindy's Hot Chocolate),60,3.0,2.0,0.0,10,70,9,0,6,1
545,Chocolate Cloud Cookie (Baked),70,3.5,2.0,0.0,10,30,9,0,9,1
546,Chocolate Covered Pretzels,70,2.5,1.0,0.0,0,70,10,0,5,1
547,Chocolate Crunch Cupcake (Cupcakery),50,3.0,1.0,0.0,5,50,7,0,6,0
548,Chocolate Crunchies (Valrhona),70,4.5,3.0,0.0,0,0,6,0,6,1
549,Chocolate Fudge Brownie (Milk & Cookies),60,3.0,2.0,0.0,15,20,8,0,6,1
550,Chocolate Sprinkles,60,3.0,2.0,0.0,0,5,9,0,7,1
551,Chocolate Toffee,80,4.5,3.0,0.0,10,70,9,0,8,0
552,Chocolate Truffle Cookie Dough,50,3.0,2.0,0.0,5,15,7,1,5,1
553,Cinnamon Fudge Sauce,50,3.5,2.0,0.0,5,20,4,0,3,1
554,Cinnamon Marshmallow Sauce,40,0.0,0.0,0.0,0,25,10,0,9,0
555,Cinnamon Sugar,50,0.0,0.0,0.0,0,0,13,2,10,0
556,Citrus Marinated Raspberries,15,0.0,0.0,0.0,0,0,4,1,3,0
557,Cocoa Powder,20,1.0,1.0,0.0,0,35,1,1,1,1
558,Coffee Beans,0,0.0,0.0,0.0,0,0,0,0,0,0
559,Coffee Marshmallow Sauce,40,0.0,0.0,0.0,0,0,10,0,8,0
560,Condensed Milk,45,1.0,1.0,0.0,5,20,8,0,8,1
561,Cookie Butter,80,6.0,1.0,0.0,0,25,8,0,5,1
562,COP Donut (Morningstar),60,4.0,2.0,0.0,5,55,6,0,2,1
563,Couch Potato Cookie Dough (Fluff Bake Bar),140,8.0,4.0,0.0,20,95,16,0,15,2
564,Crispy Crunchies,50,0.0,0.0,0.0,0,130,12,0,1,1
565,Dark Chocolate Chunks (Askinosie Chocolate),80,5.0,3.5,0.0,0,0,7,3,4,1
566,Dark Chocolate Chunks (Dandelion),70,5.0,3.0,0.0,0,0,7,0,4,1
567,Dark Chocolate Chunks (Mast Brothers),80,6.0,4.0,0.0,0,5,7,2,4,1
568,Dark Chocolate Chunks (Taza),80,4.5,3.5,0.0,0,0,7,1,4,1
569,Dark Chocolate Chunks (Theo's),80,6.0,4.0,0.0,0,5,7,2,4,1
570,Dark Chocolate Chunks (Zak's),70,5.0,3.0,0.0,0,0,7,0,4,1
571,Dark Chocolate Cookie (Warm Belly),70,4.0,3.0,0.0,15,30,8,0,6,1
572,Devil's Food Cake (Fluff Bake Bar),45,2.0,0.0,0.0,10,70,7,0,4,1
573,Devil's Food Cake (It's Delicious Desserts),90,3.5,1.0,0.0,20,140,13,0,8,1
574,Donut (Doughnut Plant),60,3.0,1.0,0.0,0,50,6,1,4,1
575,Double Chocolate Chip Cookie (BIRD Bakery),60,3.5,1.5,0.0,0,30,9,0,5,1
576,"Double Concrete, Chocolate",680,42.0,25.0,1.5,240,260,70,3,64,13
577,"Double Concrete, Vanilla",610,33.0,20.0,0.0,225,380,67,3,66,15
578,"Double Concrete, Vanilla and Chocolate",650,37.0,22.0,0.5,235,320,69,2,65,14
579,Dulce De Leche Brownie (Zingerman's),60,3.5,0.5,0.5,10,75,7,0,5,1
580,French Toast Donut (Federal Donuts),60,3.5,1.5,0.0,0,75,7,1,3,1
581,Frosted Butter Cake (Make My Cake),50,2.5,0.0,0.0,10,40,8,0,6,0
582,Fudge Sauce,50,3.5,2.0,0.0,5,20,4,0,3,1
583,Glazed Donut (North Lime Donuts),60,3.0,1.0,0.0,0,50,6,1,5,1
584,Graham Crackers,60,2.0,0.0,0.0,0,55,10,0,3,1
585,Graham Crackers (Pollystyle),50,2.0,1.0,0.0,5,50,8,0,4,1
586,Ginger Chocolate Chip Cookie Dough (Sono Baking Company),60,3.0,1.0,0.0,10,45,9,0,5,1
587,Gooey Butter Cake (Park Ave. Coffee),50,2.5,1.0,0.0,15,30,8,1,6,1
588,Hazelnut Brown Butter Streusel (Milk and Cookies),70,5.0,2.0,0.0,6,25,9,0,4,1
589,Kitchen Sink Cookie (Mindy's Hot Chocolate),60,3.0,1.5,0.0,5,45,8,0,5,1
590,Lemon Curd,45,1.5,1.0,0.0,20,0,8,0,5,0
591,Lemon Ricotta,40,1.5,1.0,0.0,5,10,5,0,5,1
592,Macaron Shells (Bakery Lorraine),60,2.5,3.0,0.0,0,10,8,0,6,1
593,Malt Caramel (Bon Bon Bon),70,4.5,2.5,0.0,5,10,6,0,5,1
594,Malted Marshmallow Sauce,35,0.0,0.0,0.0,0,15,9,0,8,0
595,Maple Bacon Donut (Astro Donuts),50,2.5,1.0,0.0,15,100,4,0,1,2
596,Marshmallow Sauce,40,0.0,0.0,0.0,0,0,10,0,9,0
597,Matcha Green Tea Powder,40,0.0,0.0,0.0,0,0,0,0,0,14
598,Minted Marshmallow Sauce,40,0.0,0.0,0.0,0,0,10,0,9,0
599,Mint White Chocolate Ganache (Chocopologie),70,4.0,3.0,0.0,5,10,9,0,9,1
600,Miso Huckleberry Hazelnut Blondie (Uchi),60,3.0,1.5,0.0,10,10,8,0,6,1
601,Nutella Pretzel Cookie (Mark's Bake Shoppe),80,4.5,1.0,0.0,10,40,9,0,3,1
602,Old Fashioned Doughnut (Doughnut Plant),60,3.5,1.5,0.0,5,55,7,0,3,1
603,Old Fashioned Buttermilk Vanilla Donut (Kettle Glazed),50,2.0,1.0,0.0,5,50,7,0,4,1
604,Old Fashioned Donut (Do Rite),70,4.5,2.0,0.0,0,70,7,0,3,1
605,Pecan Shortbread (Scratch Baking),80,4.5,1.5,0.0,0,50,8,0,3,1
606,Pecan Sticky Bun (Balthazar),50,3.0,2.0,0.0,10,30,6,0,3,1
607,Pecans,100,10.0,1.0,0.0,0,0,2,1,1,1
608,Pistachios,80,6.0,1.0,0.0,0,0,4,1,1,3
609,Potato Chips (Route 11),80,4.5,0.0,0.0,0,55,8,0,0,1
610,Rainbow Sprinkles,70,3.0,1.0,1.5,0,0,11,0,7,0
611,Red Velvet Cake (South End Buttery),50,2.5,0.0,0.0,10,55,6,0,4,1
612,Red Velvet Cake (The Cupcakery),50,2.5,1.0,0.0,5,60,6,0,4,1
613,Salted Caramel Chocolate Brownie (Larder Baking Company),60,3.5,0.5,0.5,10,75,7,0,5,1
614,Salted Caramel Sauce,45,2.0,1.5,0.0,5,135,7,0,7,0
615,Salted Crunch Dark Chocolate Brownie (Southport Grocery & Caf,130,7.0,1.5,1.0,20,150,15,0,10,1
616,Seasonal Pie,45,2.5,1.0,0.0,5,35,5,0,3,0
617,Shortbread Cookie,70,3.5,2.0,0.0,10,55,9,0,3,1
618,Shortbread (Pollystyle),70,3.5,1.0,0.0,0,50,9,0,3,1
619,"Single Concrete, Chocolate",340,21.0,12.0,0.5,120,130,35,2,32,6
620,"Single Concrete, Vanilla",310,16.0,10.0,0.0,110,190,33,0,33,7
621,"Single Concrete, Vanilla and Chocolate",320,19.0,11.0,0.0,115,160,34,1,32,7
622,Snickerdoodle (Lady Lexis),120,5.0,2.0,0.0,20,90,17,0,9,1
623,Strawberry Cupcake (Sugar Ray's),45,2.0,0.5,0.0,5,45,6,0,4,0
624,Strawberry Jam,35,0.0,0.0,0.0,0,0,9,0,8,0
625,Strawberry Purée,10,0.0,0.0,0.0,0,0,3,0,2,0
626,Strawberry & Rose Geranium Jam (Sqirl),25,0.0,0.0,0.0,0,0,6,0,5,0
627,Toffee Shortbread (Pollystyle),70,4.0,2.0,0.0,0,45,8,0,3,1
628,Triple Chocolate Sea Salt Cookie (Luna Baking Company),60,3.0,2.0,0.0,5,90,8,0,6,1
629,Unicorn Bait Cookie Dough (Fluff Bake Bar),60,2.5,1.0,0.0,0,55,9,0,4,1
630,Vanilla Glazed Donut (Astro Donuts),60,3.5,1.5,0.0,5,55,7,0,3,1
631,Walnut Sable Cookie (Balthazar),70,3.5,1.5,0.0,5,65,8,0,4,1
632,Walnuts,90,9.0,1.0,0.0,0,0,2,1,0,2
633,White Peach Puree,10,0.0,0.0,0.0,0,0,3,0,3,0
634,Whole Wheat Chocolate Chip Walnut Cookie (Manresa),70,4.0,2.0,0.0,10,50,8,1,6,1
635,Shack-made Lemonade Small,160,0.0,0.0,0.0,0,10,43,0,40,0
636,Shack-made Lemonade Large,270,0.0,0.0,0.0,0,15,70,0,66,0
637,Fresh Brewed Iced Tea Small,5,0.0,0.0,0.0,0,10,1,0,0,0
638,Fresh Brewed Iced Tea Large,5,0.0,0.0,0.0,0,15,2,0,0,0
639,Fresh Brewed Sweetened Iced Tea Small,110,0.0,0.0,0.0,0,10,28,0,27,0
640,Fresh Brewed Sweetened Iced Tea Large,170,0.0,0.0,0.0,0,15,45,0,44,0
641,Fifty-Fifty Small,80,0.0,0.0,0.0,0,10,22,0,20,0
642,Fifty-Fifty Large,140,0.0,0.0,0.0,0,15,36,0,33,0
643,Coke Small,140,0.0,0.0,0.0,0,45,39,0,39,0
644,Coke Large,210,0.0,0.0,0.0,0,65,58,0,58,0
645,Diet Coke Small,0,0.0,0.0,0.0,0,40,0,0,0,0
646,Diet Coke Large,0,0.0,0.0,0.0,0,60,0,0,0,0
647,Coke Zero Small,0,0.0,0.0,0.0,0,40,0,0,0,0
648,Coke Zero Large,0,0.0,0.0,0.0,0,60,0,0,0,0
649,Sprite Small,140,0.0,0.0,0.0,0,30,36,0,32,0
650,Sprite Large,240,0.0,0.0,0.0,0,55,60,0,53,0
651,Fanta Orange Small,160,0.0,0.0,0.0,0,60,45,0,44,0
652,Fanta Orange Large,240,0.0,0.0,0.0,0,90,67,0,66,0
653,Fanta Grape Small,180,0.0,0.0,0.0,0,35,49,0,49,0
654,Fanta Grape Large,270,0.0,0.0,0.0,0,55,73,0,73,0
655,Dr. Pepper Small,150,0.0,0.0,0.0,0,60,40,0,38,0
656,Dr. Pepper Large,220,0.0,0.0,0.0,0,90,59,0,58,0
657,Diet Dr. Pepper Small*,0,0.0,0.0,0.0,0,60,0,0,0,0
658,Diet Dr. Pepper Large*,0,0.0,0.0,0.0,0,90,0,0,0,0
659,Crush Small*,160,0.0,0.0,0.0,0,70,43,0,43,0
660,Crush Large*,240,0.0,0.0,0.0,0,110,65,0,64,0
661,Diet Pepsi Small*,0,0.0,0.0,0.0,0,35,0,0,0,0
662,Diet Pepsi Large*,0,0.0,0.0,0.0,0,55,0,0,0,0
663,Mist TWST Small*,140,0.0,0.0,0.0,0,35,39,0,39,0
664,Mist TWST Large*,220,0.0,0.0,0.0,0,50,58,0,58,0
665,Mountain Dew Small*,170,0.0,0.0,0.0,0,65,46,0,46,0
666,Mountain Dew Large*,260,0.0,0.0,0.0,0,95,69,0,69,0
667,Diet Mountain Dew Small*,5,0.0,0.0,0.0,0,50,1,0,1,0
668,Diet Mountain Dew Large*,10,0.0,0.0,0.0,0,75,1,0,1,0
669,Pepsi Small*,150,0.0,0.0,0.0,0,35,41,0,41,0
670,Pepsi Large*,220,0.0,0.0,0.0,0,50,62,0,62,0
671,PepsiMAX Small*,0,0.0,0.0,0.0,0,40,0,0,0,0
672,PepsiMAX Large*,0,0.0,0.0,0.0,0,60,0,0,0,0
673,Abita Root Beer Bottle,180,0.0,0.0,0.0,0,16,44,0,38,0
674,Abita Root Beer Small,165,0.0,0.0,0.0,0,15,40,0,35,0
675,Abita Root Beer Large,265,0.0,0.0,0.0,0,24,66,0,57,0
676,Stumptown Cold Brew,5,0.0,0.0,0.0,0,5,0,0,0,0
677,Stumptown Cold Brew Nitro*,5,0.0,0.0,0.0,0,5,0,0,0,0
678,Stumptown Cold Brew Float*,280,15.0,9.0,0.0,100,180,30,0,30,7
679,Orange Juice,165,0.0,0.0,0.0,0,12,41,2,30,3
680,Honest Kids Apple Juice,40,0.0,0.0,0.0,0,0,10,0,9,0
681,SHACK2O,0,0.0,0.0,0.0,0,0,0,0,0,0
682,Brooklyn Brewery ShackMeister Ale (16oz. Draft),210,0.0,0.0,0.0,0,0,17,0,0,2
683,Brooklyn Brewery ShackMeister Ale (24oz. Draft),310,0.0,0.0,0.0,0,0,25,0,0,4
